id,name,primaryType,types,formattedAddress,street_number,route,neighborhood,city,county,zip,state,country,latitude,longitude,businessStatus,borough_seed,query_seed
ChIJZWBBQSJRwokROwHqMvrGuRc,Jersey Advanced MRI & Diagnostic Center,health,"['doctor', 'health', 'point_of_interest', 'establishment']","2127 John F. Kennedy Blvd, North Bergen, NJ 07047, USA",2127,John F. Kennedy Boulevard,,North Bergen,Hudson County,07047,New Jersey,United States,40.769141999999995,-74.040202,OPERATIONAL,Manhattan,diagnostic center
ChIJQ7253rxYwokRbPAV9WDSu50,New York Cardiac Diagnostic Center - Upper East Side,doctor,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']","115 East 86th St, New York, NY 10028, USA",115,East 86th Street,Manhattan,New York,New York County,10028,New York,United States,40.779959999999996,-73.956259,OPERATIONAL,Manhattan,diagnostic center
ChIJsVwSMANZwokR7KizHYe3kpY,Quest Diagnostics,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","27-47 Crescent St Lower Level Ste 102-103, Astoria, NY 11102, USA",27-47,Crescent Street,Queens,,Queens County,11102,New York,United States,40.769161499999996,-73.92427099999999,OPERATIONAL,Manhattan,diagnostic center
ChIJMSSxPeVYwokR8QXVDZcxT9k,Quest Diagnostics,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","115 E 57th St Ste 1530, New York, NY 10022, USA",115,East 57th Street,Manhattan,New York,New York County,10022,New York,United States,40.7614978,-73.96988809999999,OPERATIONAL,Manhattan,diagnostic center
ChIJOe1vpiD2wokRH5z8FwoGii8,"Diagnostics, LLP",health,"['health', 'point_of_interest', 'establishment']","370 Central Prk W, New York, NY 10025, USA",370,Central Park West,Manhattan,New York,New York County,10025,New York,United States,40.7923592,-73.9647714,OPERATIONAL,Manhattan,diagnostic center
ChIJHQG0RNv1wokR2BdFVfDKZ4Y,Distinguished Diagnostic Imaging P.C,health,"['health', 'point_of_interest', 'establishment']","Corner of, 2781 Third Avenue, E 140th St, Bronx, NY 10454, USA",,East 140th Street,The Bronx,,Bronx County,10454,New York,United States,40.8150143,-73.9200342,OPERATIONAL,Manhattan,diagnostic center
ChIJJfLdTL5ZwokR5hZl39-_zEs,Quest Diagnostics,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","314 W 14th St 3rd Fl, New York, NY 10014, USA",314,West 14th Street,Manhattan,New York,New York County,10014,New York,United States,40.7399158,-74.00349729999999,OPERATIONAL,Manhattan,diagnostic center
ChIJ257JCaqMwokRfnZNkAULlMU,"University Diagnostic Medical Imaging,P.C.",doctor,"['doctor', 'health', 'point_of_interest', 'establishment']","1200 Waters Pl, Bronx, NY 10461, USA",1200,Waters Place,The Bronx,,Bronx County,10461,New York,United States,40.8528373,-73.83706800000002,OPERATIONAL,Manhattan,diagnostic center
ChIJ03XG2BhYwokRE7Orhd1uOLc,Quest Diagnostics,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","4914-4922 John F. Kennedy Blvd Ste 206, West New York, NJ 07093, USA",4914-4922,John F. Kennedy Boulevard,,West New York,Hudson County,07093,New Jersey,United States,40.7832618,-74.0224235,OPERATIONAL,Manhattan,diagnostic center
ChIJUcVhWqFZwokREGUVrhnoCWk,Quest Diagnostics,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","21 E 22nd St 1st Fl, New York, NY 10010, USA",21,East 22nd Street,Manhattan,New York,New York County,10010,New York,United States,40.7404797,-73.9884715,OPERATIONAL,Manhattan,diagnostic center
ChIJs7YRJ5lZwokRmf7dnvk4IZA,Lenox Hill Radiology | Union Square Diagnostic Imaging,doctor,"['doctor', 'health', 'point_of_interest', 'establishment']","144 4th Ave, New York, NY 10003, USA",144,4th Avenue,Manhattan,New York,New York County,10003,New York,United States,40.7338684,-73.9900308,OPERATIONAL,Manhattan,diagnostic center
ChIJJ9HH7ftZwokRXhkTnZeJWqc,Northwell Labs at 170 East 77th Street,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","170 E 77th St, New York, NY 10075, USA",170,East 77th Street,Manhattan,New York,New York County,10075,New York,United States,40.773149599999996,-73.95919549999999,OPERATIONAL,Manhattan,laboratory
ChIJ4_6yy6BYwokR-tLDKFm-vpo,Labcorp,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","5 E 98th St, New York, NY 10029, USA",5,East 98th Street,Manhattan,New York,New York County,10029,New York,United States,40.7890717,-73.9538601,OPERATIONAL,Manhattan,laboratory
ChIJqXuY1VhYwokRBRGc1OoTArQ,Labcorp,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","425 W 59th St Ste 1A, New York, NY 10019, USA",425,West 59th Street,Manhattan,New York,New York County,10019,New York,United States,40.7699356,-73.9859848,OPERATIONAL,Manhattan,laboratory
ChIJW7MB6nZZwokRq5-A1izKvKQ,Labcorp,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","115 Central Prk W Apt 10, New York, NY 10023, USA",115,Central Park West,Manhattan,New York,New York County,10023,New York,United States,40.7760308,-73.97631160000002,OPERATIONAL,Manhattan,laboratory
ChIJndzd73hZwokRlV9Y-_cyBVg,Northwell Labs at 110 East 60th Street,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","110 E 60th St Suite 700, New York, NY 10022, USA",110,East 60th Street,Manhattan,New York,New York County,10022,New York,United States,40.7630908,-73.9688548,OPERATIONAL,Manhattan,laboratory
ChIJWX8NTaxZwokRefoIs6lRtX0,Metro Analytical Laboratories,,"['point_of_interest', 'establishment']","255 W 36th St., New York, NY 10018, USA",255,West 36th Street,Manhattan,New York,New York County,10018,New York,United States,40.753254,-73.9914967,OPERATIONAL,Manhattan,laboratory
ChIJZ4imUdxZwokR13P0rd1PL8A,Lab Worq LLC,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","455 Graham Ave, Brooklyn, NY 11222, USA",455,Graham Avenue,Brooklyn,,Kings County,11222,New York,United States,40.71902000000001,-73.9454308,OPERATIONAL,Manhattan,laboratory
ChIJ4W960gdZwokRMG2t3IYTrDU,Labcorp,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","111 3rd Ave Apt, New York, NY 10003, USA",111,3rd Avenue,Manhattan,New York,New York County,10003,New York,United States,40.7328955,-73.9872236,OPERATIONAL,Manhattan,laboratory
ChIJ3RsHU6RYwokRw2-nO8s4tCg,Quest Diagnostics,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","1651 3rd Ave fl 2nd, New York, NY 10128, USA",1651,3rd Avenue,Manhattan,New York,New York County,10128,New York,United States,40.7827544,-73.9507667,OPERATIONAL,Manhattan,laboratory
ChIJ-zpSYMxZwokR0KUBKBL1n4E,Labcorp,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","120 9th Ave, New York, NY 10011, USA",120,9th Avenue,Manhattan,New York,New York County,10011,New York,United States,40.7431007,-74.00357129999999,OPERATIONAL,Manhattan,laboratory
ChIJo6nJadlewokRp-vHrzKcVG8,Laboratory Testing Services,,"['point_of_interest', 'establishment']","40-20 22nd St, Long Island City, NY 11101, USA",40-20,22nd Street,Queens,,Queens County,11101,New York,United States,40.754417499999995,-73.9408459,OPERATIONAL,Manhattan,laboratory
ChIJs2AoHJZYwokR3z5msWQCu98,Patient Service Center,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","120 E 90th St, New York, NY 10128, USA",120,East 90th Street,Manhattan,New York,New York County,10128,New York,United States,40.7820414,-73.9540224,OPERATIONAL,Manhattan,laboratory
ChIJWwJ_siBawokR7aw2E8aLbf0,Labcorp,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","139 Centre St STE 807, New York, NY 10013, USA",139,Centre Street,Manhattan,New York,New York County,10013,New York,United States,40.7175205,-74.00081449999999,OPERATIONAL,Manhattan,laboratory
ChIJL8q7XgtZwokRYGkWjYs3TVg,NYU Langone Outpatient Laboratory,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","Schwartz Health Care Center (HCC, 560 1st Ave Room 104, New York, NY 10016, USA",560,1st Avenue,Manhattan,New York,New York County,10016,New York,United States,40.7421388,-73.9741466,OPERATIONAL,Manhattan,laboratory
ChIJC8f48wtZwokRBzNgWjiFoLQ,New York City DOHMH Public Health Laboratory,health,"['local_government_office', 'government_office', 'health', 'point_of_interest', 'establishment']","455 1st Ave, New York, NY 10016, USA",455,1st Avenue,Manhattan,New York,New York County,10016,New York,United States,40.73938280000001,-73.977488,OPERATIONAL,Manhattan,laboratory
ChIJm6OyKhFawokRDfqXVK8DW5E,Labcorp,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","65 Broadway Ste 905, New York, NY 10006, USA",65,Broadway,Manhattan,New York,New York County,10006,New York,United States,40.7071762,-74.0124086,OPERATIONAL,Manhattan,laboratory
ChIJwUpQ2iZYwokR37wW4ucSPTo,Oxford Clinical Laboratory,medical_lab,"['medical_lab', 'health', 'point_of_interest', 'establishment']","3909 Bergenline Ave, Union City, NJ 07087, USA",3909,Bergenline Avenue,,Union City,Hudson County,07087,New Jersey,United States,40.7760894,-74.02633019999999,OPERATIONAL,Manhattan,laboratory
ChIJ_y4HX4JYwokRpxIdg59-gMY,Avantus Renal Therapy Upper Manhattan Dialysis Center,health,"['health', 'point_of_interest', 'establishment']","801 Amsterdam Ave, New York, NY 10025, USA",801,Amsterdam Avenue,Manhattan,New York,New York County,10025,New York,United States,40.7962074,-73.9684211,OPERATIONAL,Manhattan,dialysis center
ChIJN1vEeOhYwokRMWF6wAKcP-8,Avantus Upper East Side Dialysis Center,health,"['health', 'point_of_interest', 'establishment']","315 E 62nd St, New York, NY 10065, USA",315,East 62nd Street,Manhattan,New York,New York County,10065,New York,United States,40.7623148,-73.9620433,OPERATIONAL,Manhattan,dialysis center
ChIJUyJGZxz2wokR3f1NTNwaLvE,Central Park Dialysis Center,health,"['health', 'point_of_interest', 'establishment']","1249 5th Ave, New York, NY 10029, USA",1249,5th Avenue,Manhattan,New York,New York County,10029,New York,United States,40.7937824,-73.9510103,OPERATIONAL,Manhattan,dialysis center
ChIJhx3wMAP2wokRSh511qUNUto,Fresenius Kidney Care City Dialysis,health,"['health', 'point_of_interest', 'establishment']","105 E 106th St, New York, NY 10029, USA",105,East 106th Street,Manhattan,New York,New York County,10029,New York,United States,40.79297,-73.9472128,OPERATIONAL,Manhattan,dialysis center
ChIJtccIzyn2wokRaPv8hb29oUo,Mount Sinai's Dialysis Center,health,"['doctor', 'health', 'point_of_interest', 'establishment']","520 E 117th St #4, New York, NY 10028, USA",520,East 117th Street,Manhattan,New York,New York County,10028,New York,United States,40.7949804,-73.9313685,OPERATIONAL,Manhattan,dialysis center
ChIJoUbivx32wokRocSLA7dYLAQ,Mount Sinai Renal Clinic,health,"['health', 'point_of_interest', 'establishment']","17 E 102nd St, New York, NY 10029, USA",17,East 102nd Street,Manhattan,New York,New York County,10029,New York,United States,40.7914868,-73.95203430000001,OPERATIONAL,Manhattan,dialysis center
ChIJYwI8XKdYwokRnLgs7-MYjSY,Mount Sinai Kidney Center - B1 Renal Treatment Center,health,"['health', 'point_of_interest', 'establishment']","1450 Madison Ave, New York, NY 10029, USA",1450,Madison Avenue,Manhattan,New York,New York County,10029,New York,United States,40.7896059,-73.9527651,OPERATIONAL,Manhattan,dialysis center
ChIJxxVVjAVZwokRriySUmYBnjU,Lower Manhattan Dialysis Center,health,"['doctor', 'health', 'point_of_interest', 'establishment']","323 E 34th St, New York, NY 10016, USA",323,East 34th Street,Manhattan,New York,New York County,10016,New York,United States,40.7446288,-73.9747843,OPERATIONAL,Manhattan,dialysis center
ChIJhfKWJrL3wokR4JnpcOWWnwU,Park Avenue Dialysis Center,health,"['health', 'point_of_interest', 'establishment']","116 E 124th St, New York, NY 10035, USA",116,East 124th Street,Manhattan,New York,New York County,10035,New York,United States,40.803913099999995,-73.9386672,OPERATIONAL,Manhattan,dialysis center
ChIJaVqoITBfwokRAzHYOg3s3GI,Astoria Dialysis Center,health,"['health', 'point_of_interest', 'establishment']","34-01 35th Ave, Astoria, NY 11106, USA",34-01,35th Avenue,Queens,,Queens County,11106,New York,United States,40.757160999999996,-73.92566599999999,OPERATIONAL,Manhattan,dialysis center
ChIJrY1rU0ZfwokRTEf0pGt3EA0,Newtown Dialysis Center,health,"['health', 'point_of_interest', 'establishment']","29-20 Newtown Ave, Astoria, NY 11102, USA",29-20,Newtown Avenue,Queens,,Queens County,11102,New York,United States,40.768577,-73.921836,OPERATIONAL,Manhattan,dialysis center
ChIJ0Qhs5MNYwokR2gcIWwy4wgE,The Rogosin Institute,health,"['doctor', 'health', 'point_of_interest', 'establishment']","505 E 70th St, New York, NY 10021, USA",505,East 70th Street,Manhattan,New York,New York County,10021,New York,United States,40.7657186,-73.9541658,OPERATIONAL,Manhattan,dialysis center
ChIJ64HU7QVfwokRWOjkpM23Ieg,Fresenius Kidney Care Queens Artificial Kidney Center,health,"['health', 'point_of_interest', 'establishment']","34-35 70th St, Jackson Heights, NY 11372, USA",34-35,70th Street,Queens,,Queens County,11372,New York,United States,40.7517512,-73.89578589999999,OPERATIONAL,Manhattan,dialysis center
ChIJr_oJ6mv2wokRwqAPN_klC7w,Avantus Renal Therapy Harlem Green,health,"['health', 'point_of_interest', 'establishment']","488 W 128th St, New York, NY 10027, USA",488,West 128th Street,Manhattan,New York,New York County,10027,New York,United States,40.8141317,-73.9548889,OPERATIONAL,Manhattan,dialysis center
ChIJyZ2ZCndYwokRLYpPMySJjJI,DaVita Dialysis At Palisades Medical Center,health,"['hospital', 'health', 'point_of_interest', 'establishment']","7650 River Rd Ste 150, North Bergen, NJ 07047, USA",7650,River Road,,North Bergen,Hudson County,07047,New Jersey,United States,40.7942961,-73.99543349999999,OPERATIONAL,Manhattan,dialysis center
ChIJf46WxVRawokRx5F-hkQF514,Fresenius Kidney Care Park Slope Dialysis Center,health,"['health', 'point_of_interest', 'establishment']","595 Degraw St, Brooklyn, NY 11217, USA",595,Degraw Street,Brooklyn,,Kings County,11217,New York,United States,40.679527199999995,-73.98385619999999,OPERATIONAL,Manhattan,dialysis center
ChIJmZmmfw1ewokR2eunX3Z8Lx4,Genesis Renal Care Dialysis,health,"['health', 'point_of_interest', 'establishment']","74-07 88th St, Glendale, NY 11385, USA",74-07,88th Street,Queens,,Queens County,11385,New York,United States,40.7082294,-73.8626865,OPERATIONAL,Manhattan,dialysis center
ChIJcSoCosD3wokRKubwW5maKz8,Fresenius Kidney Care Fairview,health,"['health', 'point_of_interest', 'establishment']","155 Bergen Blvd, Fairview, NJ 07022, USA",155,Bergen Boulevard,,Fairview,Bergen County,07022,New Jersey,United States,40.8169069,-74.0023774,OPERATIONAL,Manhattan,dialysis center
ChIJmyn-MWBZwokRWdPbBvF6-Pk,Rogosin West Side Dialysis,health,"['health', 'point_of_interest', 'establishment']","619 W 54th St, New York, NY 10019, USA",619,West 54th Street,Manhattan,New York,New York County,10019,New York,United States,40.7691763,-73.9935627,OPERATIONAL,Manhattan,dialysis center
ChIJx-ahYQBbwokRqWOUOlv2d68,Williamsburg Dialysis Center,health,"['health', 'point_of_interest', 'establishment']","89 Bartlett St, Brooklyn, NY 11206, USA",89,Bartlett Street,Brooklyn,,Kings County,11206,New York,United States,40.702210799999996,-73.94502899999999,OPERATIONAL,Manhattan,dialysis center
ChIJHcVXt9H2wokRZcs91GXNhHE,Hudson Crossing Surgery Center,health,"['health', 'point_of_interest', 'establishment']","2 Executive Dr #100, Fort Lee, NJ 07024, USA",2,Executive Drive,,Fort Lee,Bergen County,07024,New Jersey,United States,40.8654444,-73.9730415,OPERATIONAL,Manhattan,surgery center
ChIJRU0mHZhYwokRkt0QYB6Cjjg,Fifth Avenue Surgery Center,health,"['health', 'point_of_interest', 'establishment']","1049 5th Ave, New York, NY 10028, USA",1049,5th Avenue,Manhattan,New York,New York County,10028,New York,United States,40.7812991,-73.96038399999999,OPERATIONAL,Manhattan,surgery center
ChIJAw3Pex1ZwokRV3YHPPOV2zg,Midtown Surgery Center,health,"['health', 'point_of_interest', 'establishment']","1210 2nd Ave, New York, NY 10065, USA",1210,2nd Avenue,Manhattan,New York,New York County,10065,New York,United States,40.763366,-73.9619735,OPERATIONAL,Manhattan,surgery center
ChIJo4ay2FpYwokRW7GmG2Zv73k,Manhattan Surgery Center,health,"['doctor', 'health', 'point_of_interest', 'establishment']","619 W 54th St, New York, NY 10019, USA",619,West 54th Street,Manhattan,New York,New York County,10019,New York,United States,40.7689192,-73.9936647,OPERATIONAL,Manhattan,surgery center
ChIJZRpU5yNZwokRcaH1IrTxa8E,Hudson Specialty Surgery Center,health,"['health', 'point_of_interest', 'establishment']","450 W 31st St, New York, NY 10001, USA",450,West 31st Street,Manhattan,New York,New York County,10001,New York,United States,40.7521181,-74.0001291,OPERATIONAL,Manhattan,surgery center
ChIJxWm7HxZfwokRI04A_p4sMz4,New York Surgery Center Queens,health,"['health', 'point_of_interest', 'establishment']","46-04 31st Ave, Astoria, NY 11103, USA",46-04,31st Avenue,Queens,,Queens County,11103,New York,United States,40.758876099999995,-73.91228360000001,OPERATIONAL,Manhattan,surgery center
ChIJgT-tAg9ZwokRVCNxTh8c7vs,NYU Langone Medical Center Outpatient Surgery,health,"['health', 'point_of_interest', 'establishment']","339 E 38th St, New York, NY 10016, USA",339,East 38th Street,Manhattan,New York,New York County,10016,New York,United States,40.7465106,-73.9719171,OPERATIONAL,Manhattan,surgery center
ChIJx141rZXnwokRsW6WXdZKqV0,Surgicare of Westside,health,"['health', 'point_of_interest', 'establishment']","438 W 51st St, New York, NY 10019, USA",438,West 51st Street,Manhattan,New York,New York County,10019,New York,United States,40.7647171,-73.990242,OPERATIONAL,Manhattan,surgery center
ChIJgQdfwr34wokRUFtSS4ptwvA,Meadows Surgery Center,health,"['health', 'point_of_interest', 'establishment']","75 Orient Wy, Rutherford, NJ 07070, USA",75,Orient Way,,Rutherford,Bergen County,07070,New Jersey,United States,40.825383599999995,-74.10189439999999,OPERATIONAL,Manhattan,surgery center
ChIJwV7UNlD-wokRDYVy-P-Hu8c,Clifton Surgery Center,health,"['health', 'point_of_interest', 'establishment']","1117 US-46 #303, Clifton, NJ 07013, USA",1117,U.S. 46,,Clifton,Passaic County,07013,New Jersey,United States,40.869949299999995,-74.18161119999999,OPERATIONAL,Manhattan,surgery center
ChIJbVi08gpZwokRyc2JgF_4syE,"Gramercy Surgery Center, Inc",health,"['doctor', 'health', 'point_of_interest', 'establishment']","380 2nd Ave #1000, Fl 10, New York, NY 10010, USA",,,Manhattan,New York,New York County,10010,New York,United States,40.7369792,-73.98135289999999,OPERATIONAL,Manhattan,surgery center
ChIJe3mwAb5ZwokRs3BwqqN9ZoI,Northwell Health Greenwich Ambulatory Surgery Center,health,"['health', 'point_of_interest', 'establishment']","200 W 13th St, New York, NY 10011, USA",200,West 13th Street,Manhattan,New York,New York County,10011,New York,United States,40.7379215,-74.0008399,OPERATIONAL,Manhattan,surgery center
ChIJWcSpxJpZwokRe8L_2aYvYZ4,Surgicare of Manhattan,health,"['health', 'point_of_interest', 'establishment']","800 2nd Ave, New York, NY 10017, USA",800,2nd Avenue,Manhattan,New York,New York County,10017,New York,United States,40.749910799999995,-73.9717539,OPERATIONAL,Manhattan,surgery center
ChIJub0zljOsw4kR_ago7jRpwlg,Short Hills Surgery Center,health,"['health', 'point_of_interest', 'establishment']","187 Millburn Ave, Millburn, NJ 07041, USA",187,Millburn Avenue,,Millburn,Essex County,07041,New Jersey,United States,40.7235389,-74.2958738,OPERATIONAL,Manhattan,surgery center
ChIJJWHNS_n1wokRdYjQ3-RKRsg,Triborough Ambulatory Surgery Center,health,"['health', 'point_of_interest', 'establishment']","550 E 180th St, Bronx, NY 10457, USA",550,East 180th Street,The Bronx,,Bronx County,10457,New York,United States,40.850164799999995,-73.8934759,OPERATIONAL,Manhattan,surgery center
ChIJrYEjY3f6wokRlA8EUxP9sL4,Metropolitan Surgery Center,health,"['health', 'point_of_interest', 'establishment']","433 Hackensack Ave, Hackensack, NJ 07601, USA",433,Hackensack Avenue,,Hackensack,Bergen County,07601,New Jersey,United States,40.9099205,-74.033746,OPERATIONAL,Manhattan,surgery center
ChIJmw2Ujuj2wokR9APcI7FzAQY,Advanced Surgery Center,health,"['health', 'point_of_interest', 'establishment']","1608 Lemoine Ave # 101, Fort Lee, NJ 07024, USA",1608,Lemoine Avenue,,Fort Lee,Bergen County,07024,New Jersey,United States,40.8490945,-73.9701056,OPERATIONAL,Manhattan,surgery center
ChIJK2RSEaL4wokRiE3AFyp75fw,Riverside Surgical Center of Rutherford,health,"['health', 'point_of_interest', 'establishment']","201 NJ-17 #12th, Rutherford, NJ 07070, USA",201,New Jersey 17,,Rutherford,Bergen County,07070,New Jersey,United States,40.8171515,-74.1015139,OPERATIONAL,Manhattan,surgery center
ChIJZRybUqb5wokRg0gCKv_dkAg,Hasbrouck Heights Surgery Center,health,"['health', 'point_of_interest', 'establishment']","214 Terrace Ave, Hasbrouck Heights, NJ 07604, USA",214,Terrace Avenue,,Hasbrouck Heights,Bergen County,07604,New Jersey,United States,40.8584278,-74.0737372,OPERATIONAL,Manhattan,surgery center
ChIJfcrPapBhwokRSKZhJ77KIeA,Queens Surgical Center,health,"['health', 'point_of_interest', 'establishment']","36-36 Main St #1S, Flushing, NY 11354, USA",36-36,Main Street,Queens,,Queens County,11354,New York,United States,40.7621903,-73.831754,OPERATIONAL,Manhattan,surgery center
